idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
953,hirosawady/qwen3-4b-structured-output-lora-e1-lr3e6-do5-mlp-tomlup,0.571135752688172,0.79,0.55,0.4,0.86,0.96,0.27,0.64,0.05,0.4,0.68,0.39,0.38,0.0,0.64,0.81,0.87,0.7,0.83,0.8,0.88,0.95,0.69,0.05,0.76,0.51,0.61,0.31,0.08,0.06,0.4,0.0,0.92,0.44,0.89,0.57,0.84,0.37,0.37,0.69,0.2604166666666667,0.84,0.69,0.83,0.71,0.59,0.45,0.93,0.22,0.64,0.83,0.87,0.68,0.88,0.33,0.15,0.54,0.57,0.68,0.64,0.61,0.47,0.59
954,hirosawady/qwen3-4b-structured-output-lora-e1-lr3e6-tomlup,0.5729233870967742,0.79,0.55,0.41,0.88,0.96,0.26,0.64,0.06,0.38,0.67,0.4,0.36,0.01,0.62,0.8,0.87,0.71,0.85,0.8,0.86,0.98,0.68,0.06,0.75,0.53,0.61,0.28,0.09,0.06,0.41,0.0,0.91,0.43,0.89,0.57,0.84,0.38,0.37,0.69,0.28125,0.85,0.68,0.84,0.72,0.61,0.46,0.94,0.22,0.63,0.82,0.87,0.69,0.87,0.33,0.18,0.53,0.58,0.7,0.64,0.62,0.47,0.58
955,hirosawady/qwen3-4b-structured-output-lora-e3-lr2e5,0.5478763440860214,0.8,0.5,0.41,0.78,0.94,0.27,0.6,0.05,0.35,0.52,0.41,0.3,0.02,0.63,0.8,0.75,0.73,0.81,0.81,0.8,0.95,0.48,0.04,0.59,0.5,0.59,0.23,0.14,0.12,0.26,0.0,0.94,0.49,0.8,0.6,0.84,0.5,0.39,0.58,0.20833333333333334,0.8,0.67,0.72,0.63,0.6,0.42,0.96,0.18,0.55,0.77,0.94,0.71,0.86,0.29,0.15,0.54,0.61,0.69,0.64,0.69,0.48,0.54
956,hiroshij/Qwen3-4B-Instruct-2507-StructEval-005,0.5659879032258065,0.79,0.56,0.4,0.87,0.97,0.27,0.61,0.05,0.37,0.62,0.43,0.37,0.0,0.63,0.83,0.86,0.7,0.8,0.8,0.87,0.97,0.68,0.07,0.75,0.49,0.61,0.22,0.07,0.08,0.34,0.0,0.91,0.42,0.9,0.56,0.83,0.28,0.36,0.7,0.28125,0.82,0.68,0.84,0.67,0.63,0.46,0.94,0.23,0.64,0.81,0.88,0.67,0.86,0.33,0.19,0.55,0.59,0.67,0.65,0.64,0.47,0.55
957,hiroyen/qwen3-4b-structured-output-lora,0.5384072580645163,0.79,0.51,0.4,0.85,0.93,0.35,0.58,0.05,0.27,0.56,0.44,0.33,0.0,0.63,0.81,0.68,0.74,0.7,0.81,0.84,0.93,0.63,0.03,0.76,0.46,0.51,0.18,0.07,0.09,0.17,0.0,0.93,0.37,0.84,0.51,0.81,0.4,0.41,0.55,0.28125,0.78,0.54,0.69,0.7,0.68,0.39,0.94,0.21,0.59,0.82,0.93,0.66,0.87,0.27,0.09,0.57,0.59,0.7,0.6,0.64,0.46,0.46
958,hisami1332/lora_structeval_t_qwen3_4b_sft,0.5677150537634407,0.8,0.59,0.38,0.84,0.9,0.35,0.74,0.13,0.4,0.53,0.37,0.33,0.03,0.65,0.81,0.85,0.77,0.88,0.82,0.87,0.96,0.53,0.0,0.69,0.47,0.64,0.26,0.11,0.1,0.44,0.0,0.92,0.49,0.9,0.66,0.81,0.42,0.39,0.61,0.20833333333333334,0.88,0.77,0.62,0.65,0.61,0.43,0.91,0.18,0.64,0.76,0.89,0.68,0.8,0.27,0.09,0.48,0.63,0.74,0.68,0.73,0.53,0.58
959,hitsuji0251/260207,0.5703225806451613,0.78,0.53,0.36,0.89,0.95,0.33,0.68,0.1,0.39,0.65,0.4,0.41,0.05,0.67,0.8,0.83,0.69,0.87,0.8,0.88,0.96,0.73,0.07,0.64,0.52,0.62,0.29,0.12,0.06,0.33,0.01,0.89,0.44,0.92,0.61,0.86,0.33,0.41,0.69,0.25,0.83,0.7,0.89,0.74,0.51,0.38,0.95,0.21,0.61,0.77,0.82,0.72,0.87,0.35,0.17,0.43,0.62,0.72,0.63,0.64,0.47,0.52
960,hnda/qwen3-4b-structured-output-lora-v5-seq1024-outputonly,0.5368413978494623,0.81,0.45,0.21,0.85,0.97,0.28,0.65,0.05,0.34,0.63,0.37,0.36,0.0,0.59,0.82,0.83,0.69,0.84,0.78,0.86,0.9,0.51,0.0,0.82,0.48,0.58,0.19,0.08,0.04,0.18,0.0,0.91,0.36,0.9,0.45,0.82,0.11,0.4,0.7,0.10416666666666667,0.83,0.55,0.75,0.7,0.66,0.46,0.94,0.24,0.65,0.82,0.88,0.66,0.82,0.34,0.17,0.34,0.59,0.66,0.67,0.62,0.45,0.57
961,hosyan/lora_structeval_t_qwen3_4b_parse_data_v1-3e-5-epoc1,0.517600806451613,0.83,0.58,0.4,0.83,0.95,0.28,0.56,0.03,0.25,0.55,0.43,0.35,0.0,0.63,0.81,0.52,0.75,0.56,0.81,0.84,0.9,0.58,0.0,0.64,0.46,0.44,0.16,0.11,0.1,0.19,0.0,0.88,0.34,0.82,0.42,0.8,0.47,0.38,0.7,0.28125,0.79,0.35,0.7,0.69,0.66,0.51,0.93,0.22,0.58,0.75,0.9,0.72,0.87,0.25,0.17,0.46,0.45,0.6,0.51,0.59,0.37,0.39
962,hosyan/qwen3-4b-structured-output-lora-hypr-tuning-v1,0.46858198924731176,0.74,0.43,0.29,0.77,0.91,0.3,0.53,0.03,0.25,0.44,0.44,0.27,0.0,0.6,0.8,0.56,0.75,0.65,0.81,0.76,0.84,0.62,0.0,0.64,0.36,0.34,0.15,0.1,0.08,0.12,0.0,0.89,0.33,0.59,0.49,0.77,0.28,0.36,0.53,0.3020833333333333,0.74,0.54,0.6,0.56,0.55,0.15,0.92,0.22,0.58,0.73,0.87,0.63,0.82,0.25,0.09,0.49,0.34,0.43,0.39,0.4,0.28,0.35
963,hosyan/qwen3-4b-structured-output-lora-hypr-tuning-v2,0.5445161290322581,0.76,0.52,0.34,0.79,0.95,0.21,0.67,0.07,0.31,0.6,0.41,0.35,0.24,0.57,0.83,0.63,0.8,0.88,0.82,0.76,0.77,0.51,0.08,0.58,0.45,0.68,0.2,0.1,0.2,0.31,0.02,0.95,0.44,0.83,0.58,0.83,0.5,0.46,0.67,0.25,0.89,0.73,0.74,0.61,0.59,0.48,0.85,0.19,0.62,0.7,0.91,0.6,0.58,0.23,0.07,0.48,0.62,0.66,0.6,0.64,0.53,0.52
964,hosyan/qwen3-4b-structured-output-lora-hypr-tuning-v3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
965,hosyan/qwen3-4b-structured-output-lora-hypr-tuning-v4,0.3580779569892473,0.61,0.34,0.26,0.47,0.65,0.09,0.56,0.04,0.03,0.23,0.51,0.2,0.08,0.53,0.66,0.39,0.7,0.61,0.4,0.44,0.1,0.59,0.03,0.58,0.32,0.34,0.1,0.08,0.15,0.16,0.0,0.81,0.12,0.12,0.34,0.39,0.17,0.25,0.62,0.2708333333333333,0.58,0.54,0.64,0.48,0.43,0.26,0.83,0.17,0.5,0.27,0.48,0.26,0.23,0.15,0.04,0.5,0.41,0.42,0.43,0.4,0.38,0.46
966,hosyan/qwen3-4b-structured-output-slack-recovery-phase1-format-guard-t001,0.5422715053763442,0.79,0.56,0.39,0.84,0.93,0.33,0.58,0.07,0.29,0.58,0.4,0.32,0.03,0.64,0.78,0.71,0.73,0.72,0.83,0.83,0.89,0.63,0.03,0.76,0.46,0.54,0.23,0.08,0.09,0.24,0.0,0.91,0.24,0.78,0.55,0.79,0.47,0.39,0.53,0.2708333333333333,0.78,0.54,0.73,0.68,0.67,0.42,0.95,0.22,0.6,0.81,0.92,0.69,0.83,0.25,0.13,0.52,0.6,0.68,0.6,0.73,0.48,0.56
967,hosyan/qwen3-4b-structured-output-slack-recovery-phase1-format-guard-t002,0.4986827956989247,0.69,0.42,0.35,0.74,0.9,0.26,0.6,0.03,0.17,0.38,0.46,0.3,0.03,0.57,0.78,0.6,0.75,0.68,0.83,0.76,0.93,0.53,0.0,0.67,0.45,0.45,0.18,0.11,0.09,0.14,0.0,0.89,0.41,0.67,0.53,0.8,0.47,0.38,0.55,0.20833333333333334,0.74,0.55,0.64,0.52,0.57,0.36,0.93,0.14,0.55,0.69,0.87,0.73,0.9,0.26,0.13,0.52,0.52,0.63,0.52,0.55,0.42,0.42
968,hosyan/qwen3-4b-structured-output-slack-recovery-phase1-format-guard-t006,0.47613575268817215,0.71,0.43,0.31,0.69,0.87,0.35,0.58,0.05,0.13,0.43,0.42,0.23,0.06,0.57,0.76,0.62,0.75,0.69,0.81,0.69,0.77,0.54,0.02,0.63,0.39,0.4,0.11,0.14,0.11,0.13,0.0,0.85,0.34,0.54,0.56,0.74,0.36,0.37,0.53,0.2604166666666667,0.69,0.5,0.63,0.61,0.54,0.44,0.94,0.18,0.56,0.75,0.79,0.67,0.84,0.27,0.25,0.51,0.39,0.54,0.39,0.42,0.31,0.36
969,hosyan/qwen3-4b-structured-output-slack-recovery-phase1-format-guard-t007,0.490470430107527,0.71,0.41,0.3,0.7,0.85,0.25,0.61,0.02,0.1,0.32,0.4,0.29,0.21,0.58,0.79,0.6,0.75,0.74,0.82,0.75,0.86,0.54,0.06,0.74,0.41,0.49,0.16,0.2,0.14,0.16,0.01,0.92,0.39,0.56,0.56,0.7,0.37,0.39,0.53,0.22916666666666666,0.73,0.61,0.67,0.56,0.51,0.39,0.91,0.22,0.56,0.71,0.86,0.67,0.87,0.25,0.22,0.5,0.44,0.52,0.35,0.43,0.41,0.4
970,htano/lora-structeval-qwen3-4b-v3,0.5401545698924731,0.83,0.51,0.35,0.78,0.93,0.23,0.56,0.05,0.24,0.5,0.44,0.27,0.02,0.6,0.81,0.73,0.72,0.82,0.81,0.8,0.94,0.51,0.04,0.65,0.47,0.5,0.23,0.1,0.12,0.27,0.0,0.94,0.48,0.83,0.62,0.84,0.43,0.41,0.58,0.23958333333333334,0.81,0.68,0.72,0.66,0.62,0.42,0.94,0.19,0.6,0.78,0.9,0.69,0.85,0.29,0.16,0.48,0.62,0.66,0.6,0.62,0.45,0.55
971,htano/lora-structeval-qwen3-4b-v4,0.5672580645161289,0.79,0.52,0.4,0.86,0.97,0.2,0.55,0.05,0.38,0.64,0.39,0.33,0.01,0.62,0.81,0.87,0.73,0.86,0.81,0.86,0.96,0.7,0.06,0.7,0.53,0.6,0.29,0.11,0.08,0.37,0.0,0.93,0.43,0.88,0.58,0.84,0.41,0.38,0.67,0.25,0.83,0.69,0.82,0.68,0.6,0.46,0.94,0.23,0.66,0.81,0.9,0.66,0.86,0.34,0.17,0.56,0.59,0.69,0.65,0.61,0.46,0.54
972,hycaru/L4_LN1024_DR0.08_EPO2_LR1e-5_qwen3-4b-structured-output-lora,0.5530510752688174,0.79,0.51,0.4,0.78,0.93,0.23,0.57,0.06,0.31,0.58,0.41,0.29,0.01,0.65,0.79,0.82,0.74,0.84,0.8,0.83,0.94,0.71,0.06,0.59,0.49,0.58,0.24,0.16,0.11,0.23,0.01,0.93,0.45,0.83,0.6,0.82,0.4,0.4,0.63,0.22916666666666666,0.8,0.73,0.75,0.69,0.58,0.42,0.94,0.25,0.61,0.83,0.91,0.64,0.86,0.3,0.19,0.46,0.6,0.7,0.64,0.68,0.45,0.51
973,hycaru/T4_LN512_DR0.08_EPO3_LR1e-5_qwen3-4b-structured-output-lora,0.5700201612903227,0.8,0.56,0.42,0.87,0.97,0.23,0.59,0.05,0.36,0.61,0.41,0.37,0.0,0.65,0.82,0.86,0.72,0.79,0.8,0.87,0.98,0.75,0.08,0.75,0.53,0.59,0.24,0.08,0.07,0.34,0.01,0.92,0.46,0.91,0.57,0.83,0.31,0.4,0.69,0.28125,0.82,0.66,0.84,0.71,0.63,0.46,0.94,0.22,0.64,0.81,0.88,0.69,0.86,0.32,0.16,0.55,0.61,0.7,0.64,0.65,0.47,0.54
974,hzucker/qwen3-4b-structured-output-lora-rev3,0.5337298387096776,0.77,0.5,0.43,0.86,0.94,0.31,0.59,0.06,0.26,0.44,0.38,0.34,0.01,0.63,0.8,0.71,0.68,0.8,0.83,0.81,0.9,0.63,0.07,0.77,0.48,0.49,0.18,0.12,0.1,0.21,0.0,0.93,0.35,0.79,0.52,0.8,0.41,0.39,0.53,0.28125,0.73,0.51,0.69,0.69,0.67,0.35,0.95,0.29,0.6,0.84,0.9,0.64,0.87,0.29,0.1,0.5,0.57,0.7,0.59,0.6,0.44,0.47
975,iamzjw/qwen3-4b-structured-output-lora,0.5511491935483871,0.79,0.49,0.39,0.79,0.92,0.21,0.54,0.05,0.35,0.52,0.41,0.35,0.01,0.64,0.8,0.78,0.72,0.83,0.82,0.84,0.95,0.68,0.05,0.59,0.53,0.62,0.26,0.06,0.1,0.21,0.0,0.94,0.47,0.81,0.61,0.84,0.42,0.4,0.65,0.28125,0.79,0.69,0.74,0.66,0.59,0.4,0.94,0.19,0.6,0.81,0.91,0.64,0.85,0.31,0.18,0.52,0.6,0.7,0.62,0.7,0.49,0.52
976,iamzjw/qwen3-4b-structured-output-lora-v2,0.5656451612903227,0.79,0.53,0.43,0.83,0.95,0.2,0.56,0.05,0.34,0.64,0.39,0.32,0.0,0.61,0.81,0.86,0.71,0.82,0.8,0.88,0.95,0.67,0.06,0.68,0.53,0.61,0.29,0.12,0.08,0.39,0.0,0.93,0.45,0.89,0.59,0.84,0.42,0.39,0.66,0.25,0.82,0.69,0.78,0.71,0.64,0.46,0.93,0.22,0.63,0.82,0.88,0.67,0.87,0.35,0.17,0.53,0.6,0.67,0.65,0.64,0.47,0.55
977,ianyang02/ppo_model_qwen3-4b_aita_h200_yta_nta_balanced,0.5844018817204303,0.8,0.56,0.38,0.89,0.97,0.36,0.77,0.14,0.44,0.6,0.43,0.38,0.01,0.66,0.81,0.87,0.7,0.89,0.81,0.85,0.96,0.75,0.05,0.79,0.53,0.61,0.29,0.1,0.04,0.43,0.01,0.89,0.42,0.9,0.59,0.83,0.41,0.41,0.71,0.3229166666666667,0.87,0.8,0.88,0.74,0.51,0.51,0.95,0.19,0.62,0.73,0.79,0.69,0.9,0.34,0.15,0.51,0.62,0.74,0.64,0.63,0.49,0.57
978,ichi234/exp010_s003_data512v4_lr1e6,0.5738844086021504,0.79,0.54,0.41,0.88,0.96,0.35,0.62,0.07,0.44,0.63,0.4,0.39,0.07,0.65,0.8,0.84,0.72,0.88,0.81,0.88,0.95,0.73,0.14,0.7,0.51,0.63,0.32,0.07,0.06,0.31,0.01,0.92,0.48,0.9,0.54,0.83,0.41,0.44,0.72,0.2708333333333333,0.84,0.71,0.88,0.74,0.51,0.4,0.95,0.24,0.62,0.75,0.85,0.72,0.83,0.33,0.15,0.41,0.62,0.72,0.63,0.64,0.44,0.53
979,ickawai/lora-qwen3,0.5077956989247313,0.77,0.38,0.36,0.76,0.93,0.21,0.57,0.02,0.25,0.39,0.42,0.3,0.09,0.61,0.76,0.62,0.71,0.78,0.69,0.74,0.88,0.58,0.13,0.58,0.4,0.56,0.22,0.1,0.12,0.15,0.0,0.92,0.46,0.71,0.54,0.82,0.4,0.44,0.61,0.3333333333333333,0.73,0.67,0.67,0.64,0.53,0.36,0.85,0.22,0.57,0.47,0.91,0.6,0.79,0.24,0.14,0.46,0.56,0.59,0.57,0.57,0.5,0.53
980,ickawai/your-lora-repo,0.5474462365591397,0.8,0.53,0.35,0.79,0.94,0.25,0.59,0.02,0.34,0.49,0.43,0.3,0.19,0.64,0.8,0.71,0.79,0.81,0.78,0.76,0.92,0.46,0.03,0.58,0.44,0.67,0.26,0.09,0.16,0.34,0.02,0.89,0.42,0.82,0.62,0.81,0.45,0.45,0.59,0.2916666666666667,0.86,0.65,0.72,0.67,0.5,0.58,0.9,0.29,0.6,0.72,0.93,0.69,0.78,0.21,0.15,0.55,0.56,0.68,0.65,0.63,0.47,0.53
981,ikedabent/qwen3-4b-structured-output-lora-b2,0.5671236559139786,0.79,0.56,0.44,0.86,0.96,0.24,0.59,0.05,0.38,0.62,0.41,0.36,0.01,0.64,0.85,0.85,0.71,0.82,0.8,0.87,0.95,0.69,0.06,0.74,0.49,0.61,0.24,0.1,0.07,0.31,0.0,0.92,0.43,0.89,0.55,0.83,0.29,0.37,0.71,0.2916666666666667,0.83,0.69,0.85,0.68,0.65,0.44,0.94,0.26,0.64,0.81,0.87,0.67,0.87,0.34,0.14,0.48,0.6,0.69,0.63,0.66,0.49,0.58
982,ikedachin/qwen3-4b-structured-lora-0207,0.5640591397849463,0.77,0.55,0.4,0.84,0.96,0.26,0.62,0.05,0.36,0.61,0.4,0.38,0.01,0.62,0.83,0.85,0.71,0.84,0.82,0.86,0.96,0.69,0.08,0.8,0.49,0.59,0.18,0.09,0.08,0.29,0.01,0.92,0.42,0.88,0.46,0.86,0.3,0.39,0.62,0.2916666666666667,0.8,0.56,0.83,0.71,0.65,0.41,0.94,0.24,0.61,0.83,0.91,0.7,0.79,0.3,0.18,0.53,0.64,0.72,0.69,0.71,0.53,0.55
983,ikedachin/qwen3-4b-structured-lora-0208,0.5196908602150537,0.85,0.5,0.34,0.77,0.89,0.34,0.59,0.05,0.28,0.46,0.44,0.29,0.02,0.62,0.8,0.61,0.76,0.64,0.84,0.83,0.87,0.71,0.0,0.66,0.4,0.56,0.17,0.11,0.1,0.22,0.0,0.89,0.36,0.79,0.57,0.75,0.49,0.37,0.53,0.2708333333333333,0.74,0.58,0.67,0.61,0.55,0.56,0.94,0.24,0.54,0.77,0.92,0.7,0.84,0.22,0.14,0.54,0.47,0.67,0.54,0.53,0.37,0.34
984,ikuyokatsuse/qwen3-lora-test,0.5005443548387097,0.76,0.47,0.37,0.8,0.91,0.27,0.57,0.04,0.18,0.47,0.44,0.29,0.0,0.61,0.79,0.63,0.75,0.61,0.83,0.8,0.86,0.63,0.01,0.7,0.38,0.42,0.13,0.08,0.09,0.18,0.0,0.92,0.38,0.68,0.58,0.78,0.37,0.34,0.53,0.34375,0.73,0.49,0.65,0.66,0.54,0.29,0.94,0.24,0.58,0.74,0.88,0.65,0.87,0.25,0.05,0.48,0.42,0.66,0.5,0.57,0.44,0.41
985,inagakimugi/qwen3-4b-sft-v3,0.5389717741935484,0.8,0.52,0.41,0.81,0.94,0.23,0.53,0.05,0.31,0.53,0.4,0.29,0.01,0.62,0.81,0.76,0.79,0.77,0.84,0.87,0.94,0.59,0.0,0.59,0.46,0.59,0.29,0.1,0.1,0.27,0.0,0.91,0.46,0.85,0.59,0.83,0.39,0.42,0.65,0.15625,0.81,0.73,0.75,0.66,0.56,0.42,0.93,0.19,0.62,0.8,0.91,0.61,0.84,0.25,0.13,0.48,0.55,0.62,0.58,0.64,0.42,0.44
986,inagakimugi/qwen3-4b-sft-v4,0.5609610215053763,0.79,0.56,0.39,0.86,0.97,0.22,0.56,0.05,0.37,0.7,0.42,0.33,0.0,0.65,0.81,0.86,0.73,0.83,0.79,0.87,0.95,0.69,0.03,0.7,0.51,0.57,0.23,0.1,0.08,0.31,0.0,0.93,0.42,0.89,0.57,0.84,0.31,0.38,0.7,0.23958333333333334,0.84,0.75,0.81,0.71,0.63,0.45,0.95,0.19,0.65,0.82,0.88,0.67,0.84,0.32,0.11,0.47,0.58,0.7,0.64,0.61,0.45,0.5
987,iris-as/my-lora-repo_12,0.5566263440860214,0.74,0.55,0.33,0.8,0.92,0.36,0.67,0.06,0.47,0.57,0.37,0.36,0.15,0.61,0.79,0.83,0.76,0.87,0.83,0.87,0.87,0.51,0.02,0.7,0.4,0.64,0.28,0.1,0.17,0.25,0.01,0.93,0.45,0.91,0.67,0.51,0.5,0.42,0.67,0.2708333333333333,0.86,0.61,0.73,0.66,0.59,0.5,0.89,0.24,0.62,0.77,0.84,0.64,0.74,0.27,0.14,0.52,0.64,0.67,0.66,0.64,0.5,0.59
988,iris-as/my-lora-repo_14,0.567614247311828,0.77,0.57,0.4,0.86,0.97,0.29,0.59,0.07,0.4,0.62,0.38,0.33,0.01,0.6,0.81,0.85,0.72,0.85,0.8,0.86,0.93,0.66,0.0,0.76,0.52,0.63,0.29,0.07,0.11,0.29,0.01,0.92,0.45,0.89,0.58,0.82,0.42,0.4,0.68,0.3020833333333333,0.85,0.72,0.76,0.71,0.6,0.4,0.93,0.23,0.64,0.84,0.88,0.7,0.74,0.32,0.16,0.52,0.65,0.7,0.64,0.65,0.51,0.56
989,iris-as/my-lora-repo_20,0.5703494623655914,0.76,0.58,0.36,0.87,0.97,0.29,0.59,0.05,0.4,0.63,0.38,0.32,0.01,0.6,0.82,0.85,0.71,0.85,0.79,0.88,0.94,0.69,0.0,0.76,0.54,0.58,0.32,0.11,0.1,0.32,0.01,0.92,0.48,0.9,0.57,0.83,0.46,0.38,0.68,0.2916666666666667,0.84,0.74,0.77,0.71,0.57,0.39,0.94,0.22,0.65,0.83,0.89,0.69,0.74,0.32,0.16,0.53,0.64,0.71,0.67,0.66,0.52,0.58
990,iris-as/my-lora-repo_22,0.5680846774193548,0.8,0.54,0.39,0.88,0.96,0.26,0.57,0.06,0.41,0.64,0.39,0.28,0.01,0.61,0.83,0.86,0.72,0.82,0.8,0.87,0.95,0.71,0.0,0.77,0.5,0.57,0.34,0.06,0.08,0.27,0.01,0.91,0.42,0.92,0.53,0.85,0.38,0.38,0.67,0.28125,0.84,0.69,0.79,0.7,0.61,0.44,0.94,0.2,0.66,0.83,0.88,0.7,0.81,0.35,0.19,0.5,0.64,0.7,0.66,0.71,0.53,0.55
991,iris-as/my-lora-repo_23,0.5654973118279569,0.8,0.56,0.38,0.88,0.97,0.28,0.59,0.05,0.41,0.63,0.39,0.32,0.0,0.6,0.83,0.87,0.71,0.83,0.79,0.87,0.93,0.72,0.02,0.8,0.52,0.58,0.31,0.07,0.06,0.34,0.01,0.91,0.41,0.9,0.55,0.84,0.33,0.38,0.67,0.2708333333333333,0.84,0.65,0.83,0.68,0.64,0.45,0.93,0.18,0.66,0.83,0.88,0.68,0.83,0.34,0.16,0.45,0.61,0.71,0.64,0.66,0.47,0.56
992,iris-as/my-lora-repo_24,0.5654905913978495,0.79,0.57,0.38,0.86,0.97,0.24,0.58,0.06,0.4,0.63,0.4,0.3,0.0,0.61,0.83,0.86,0.72,0.81,0.81,0.87,0.94,0.69,0.02,0.79,0.52,0.57,0.34,0.08,0.07,0.26,0.01,0.91,0.46,0.91,0.56,0.85,0.35,0.38,0.66,0.2604166666666667,0.85,0.66,0.82,0.69,0.6,0.42,0.93,0.2,0.64,0.83,0.88,0.68,0.83,0.35,0.17,0.48,0.63,0.73,0.65,0.67,0.49,0.54
993,iris-as/my-lora-repo_27,0.5634072580645161,0.8,0.56,0.37,0.86,0.97,0.25,0.59,0.06,0.4,0.62,0.41,0.31,0.0,0.6,0.81,0.87,0.71,0.82,0.81,0.87,0.92,0.7,0.02,0.8,0.5,0.57,0.31,0.1,0.06,0.33,0.01,0.91,0.41,0.9,0.56,0.84,0.32,0.39,0.66,0.28125,0.84,0.65,0.82,0.69,0.62,0.44,0.93,0.2,0.66,0.83,0.88,0.67,0.79,0.36,0.16,0.44,0.62,0.72,0.65,0.67,0.47,0.54
994,iris-as/my-lora-repo_29,0.5643749999999997,0.79,0.56,0.37,0.87,0.97,0.26,0.59,0.06,0.4,0.62,0.39,0.31,0.0,0.6,0.84,0.86,0.71,0.82,0.8,0.86,0.94,0.72,0.02,0.8,0.51,0.6,0.34,0.07,0.07,0.32,0.01,0.91,0.44,0.9,0.56,0.84,0.31,0.37,0.68,0.28125,0.84,0.63,0.83,0.69,0.61,0.48,0.93,0.18,0.65,0.83,0.88,0.67,0.79,0.37,0.15,0.42,0.61,0.71,0.66,0.67,0.47,0.55
995,iris-as/my-lora-repo_8,0.5614650537634408,0.71,0.54,0.31,0.83,0.92,0.33,0.66,0.11,0.44,0.53,0.37,0.3,0.22,0.65,0.81,0.82,0.73,0.88,0.8,0.81,0.88,0.53,0.07,0.77,0.42,0.63,0.29,0.08,0.17,0.28,0.01,0.94,0.47,0.91,0.63,0.75,0.55,0.41,0.69,0.2708333333333333,0.83,0.6,0.74,0.7,0.59,0.43,0.9,0.29,0.59,0.82,0.91,0.59,0.81,0.26,0.13,0.5,0.6,0.66,0.62,0.61,0.54,0.57
996,isaka1022/lora-repo,0.5577352150537634,0.79,0.53,0.45,0.82,0.96,0.29,0.61,0.05,0.35,0.58,0.42,0.36,0.0,0.64,0.84,0.82,0.74,0.8,0.8,0.85,0.93,0.73,0.05,0.75,0.5,0.6,0.22,0.1,0.09,0.35,0.0,0.95,0.43,0.87,0.51,0.83,0.29,0.42,0.63,0.23958333333333334,0.79,0.6,0.79,0.69,0.65,0.4,0.94,0.2,0.62,0.81,0.89,0.67,0.9,0.29,0.12,0.5,0.56,0.69,0.62,0.63,0.47,0.56
997,itatata/your-lora-repo_2e-5_b1_clean2_a1_10_epoch2,0.5629233870967741,0.8,0.57,0.43,0.87,0.96,0.24,0.58,0.06,0.37,0.67,0.4,0.35,0.01,0.59,0.83,0.86,0.71,0.83,0.79,0.88,0.93,0.7,0.03,0.68,0.52,0.61,0.27,0.12,0.08,0.39,0.0,0.91,0.47,0.88,0.52,0.84,0.32,0.38,0.7,0.28125,0.84,0.62,0.82,0.72,0.58,0.47,0.93,0.19,0.62,0.79,0.88,0.68,0.84,0.37,0.18,0.42,0.55,0.69,0.65,0.64,0.46,0.53
998,itatata/your-lora-repo_2e-5_b1_clean2_a1_20_epoch2,0.5635685483870967,0.81,0.56,0.4,0.86,0.97,0.26,0.58,0.06,0.37,0.69,0.4,0.39,0.01,0.62,0.83,0.84,0.7,0.82,0.78,0.89,0.95,0.73,0.04,0.67,0.51,0.58,0.28,0.11,0.08,0.38,0.0,0.92,0.47,0.88,0.51,0.83,0.32,0.37,0.7,0.28125,0.84,0.62,0.76,0.69,0.62,0.47,0.93,0.2,0.63,0.78,0.87,0.68,0.83,0.35,0.2,0.47,0.56,0.7,0.66,0.64,0.46,0.53
